provnum,def_count,provname,county,state,ownership_type
175549,2,STRATFORD COMMONS REHAB & HEALTH CARE CENTER,Johnson,KS,For profit
185006,1,MORGANTOWN CARE & REHABILITATION CENTER,Butler,KY,For profit
185012,1,HILLSIDE CENTER,Hopkins,KY,For profit
185039,3,HIGHLANDS NURSING AND REHABILITATION,Jefferson,KY,For profit
185052,2,SIGNATURE HEALTHCARE AT SUMMIT MANOR REHAB & WELLN,Adair,KY,For profit
185065,1,LANDMARK OF LANCASTER REHABILITATION AND NURSING C,Garrard,KY,For profit
185090,3,BRIDGE POINT CENTER,Boone,KY,For profit
185122,0,LANDMARK OF LOUISVILLE REHABILITATION AND NURSING,Jefferson,KY,For profit
185125,1,HILLCREST HEALTH AND REHABILITATION CENTER,Whitley,KY,For profit
185131,1,THE JORDAN CENTER,Lawrence,KY,For profit
185136,1,WESLEY MANOR,Jefferson,KY,Non profit
185138,0,NAZARETH HOME,Jefferson,KY,For profit
185142,1,MAYFIELD HEALTH AND REHABILITATION,Graves,KY,For profit
185151,1,RIVERVIEW HEALTH CARE CENTER,Floyd,KY,For profit
185160,1,LEXINGTON COUNTRY PLACE,Fayette,KY,For profit
185167,1,HOPKINS CENTER,Warren,KY,For profit
185170,0,BRADFORD SQUARE CENTER,Franklin,KY,For profit
185171,2,PARKVIEW NURSING & REHABILITATION CENTER,Mc Cracken,KY,For profit
185174,1,FLORENCE PARK CARE CENTER,Boone,KY,For profit
185175,1,TREYTON OAK TOWERS,Jefferson,KY,Non profit
185177,3,GRAYSON NURSING AND REHABILITATION,Grayson,KY,Non profit
185178,2,LOUISVILLE EAST POST ACUTE,Jefferson,KY,For profit
185180,2,SIGNATURE HEALTHCARE AT NORTH HARDIN REHAB & WELLN,Hardin,KY,For profit
185183,2,HELMWOOD HEALTHCARE CENTER,Hardin,KY,For profit
185187,3,GREENWOOD NURSING & REHABILITATION CENTER,Warren,KY,For profit
185194,0,THE FORUM AT BROOKSIDE,Jefferson,KY,For profit
185222,1,GOOD SHEPHERD HEALTH AND REHABILITATION,Pike,KY,For profit
185225,0,ROSEDALE GREEN,Kenton,KY,Non profit
185236,3,OWENSBORO CENTER,Daviess,KY,For profit
185241,1,MADONNA MANOR,Kenton,KY,Non profit
185244,2,"STANFORD CARE AND REHAB, LLC",Lincoln,KY,For profit
185249,2,SIGNATURE HEALTHCARE AT JACKSON MANOR REHAB & WELL,Jackson,KY,For profit
185259,1,RIVERS EDGE NURSING AND REHABILITATION CENTER,Jefferson,KY,For profit
185264,0,CHARLESTON HEALTH CARE CENTER,Boyle,KY,For profit
185265,1,GRANT CENTER,Grant,KY,For profit
185276,1,LORETTO MOTHERHOUSE INFIRMARY,Marion,KY,Non profit
185279,0,MILLS NURSING & REHABILITATION,Graves,KY,For profit
185286,0,FAIR OAKS HEALTH AND REHABILITATION,Russell,KY,For profit
185288,1,ESSEX NURSING AND REHABILITATION CENTER,Jefferson,KY,For profit
185300,1,SIGNATURE HEALTHCARE AT SUMMERFIELD REHAB & WELLNE,Jefferson,KY,For profit
185306,0,RIDGEWOOD TERRACE NURSING HOME,Hopkins,KY,For profit
185309,2,SPRING VIEW NURSING & REHABILITATION,Grayson,KY,For profit
185334,0,"BEAVER DAM NURSING & REHAB CENTER, INC",Ohio,KY,For profit
185335,1,SIGNATURE HEALTHCARE OF SOUTH LOUISVILLE,Jefferson,KY,For profit
185342,2,SIGNATURE HEALTHCARE AT COLONIAL REHAB & WELLNESS,Nelson,KY,For profit
185348,2,SYCAMORE HEIGHTS HEALTH AND REHABILITATION,Jefferson,KY,For profit
185388,0,MASONIC HOME OF LOUISVILLE,Jefferson,KY,For profit
185401,1,EDMONSON CENTER,Edmonson,KY,For profit
185402,1,HENDERSON NURSING AND REHABILITATION CENTER,Henderson,KY,For profit
185410,1,RIVER'S BEND RETIREMENT COMMUNITY,Lyon,KY,Non profit
185438,1,RICHWOOD NURSING & REHAB,Oldham,KY,For profit
185440,1,VILLAGE CARE CENTER,Kenton,KY,Non profit
185449,2,KINGSBROOK LIFECARE CENTER,Boyd,KY,Non profit
185462,0,PARK TERRACE HEALTH CAMPUS,Jefferson,KY,For profit
185468,2,LANDMARK OF RIVER CITY REHABILITATION AND NURSING,Jefferson,KY,For profit
185476,2,COLDSPRING TRANSITIONAL CARE CENTER,Campbell,KY,For profit
195204,1,JO ELLEN SMITH CONVALESCENT CENTER,Orleans,LA,For profit
195221,0,ORMOND NURSING & CARE CENTER,St. Charles,LA,For profit
195297,2,PONTCHARTRAIN HEALTH CARE CENTER,St. Tammany,LA,For profit
195301,0,GREENBRIAR COMMUNITY CARE CENTER,St. Tammany,LA,Non profit
195302,0,TRINITY TRACE COMMUNITY CARE CENTER,St. Tammany,LA,Non profit
195304,1,CHATEAU ST. JAMES REHAB AND RETIREMENT,St. James,LA,For profit
195325,0,VIVIAN HEALTHCARE CENTER,Caddo,LA,For profit
195336,1,MARRERO HEALTHCARE CENTER,Jefferson,LA,For profit
195356,0,GOOD SAMARITAN REHABILITATION AND NURSING CTR,Orleans,LA,For profit
195358,2,LULING LIVING CENTER,St. Charles,LA,For profit
195374,0,ST JOSEPH OF HARAHAN,Jefferson,LA,For profit
195410,2,ST JAMES PLACE NURSING CARE CENTER,E. Baton Rouge,LA,Non profit
195445,0,COLONIAL NURSING HOME,Avoyelles,LA,For profit
195446,0,LAKEVIEW MANOR NURSING HOME,Pointe Coupee,LA,For profit
195477,1,FLANNERY OAKS GUEST HOUSE,E. Baton Rouge,LA,For profit
195481,0,"RIVERBEND NURSING AND REHABILITATION CENTER, INC",Plaquemines,LA,For profit
195490,0,FOREST MANOR NURSING AND REHABILITATION CENTER,St. Tammany,LA,For profit
195491,2,CHATEAU D'VILLE REHAB AND RETIREMENT,Ascension,LA,For profit
195517,1,ST JUDE'S NURSING HOME,Orleans,LA,Non profit
195523,3,BELLE MAISON NURSING & REHABILITATION L L C,Tangipahoa,LA,For profit
195566,0,OLLIE STEELE BURDEN MANOR,E. Baton Rouge,LA,Non profit
195570,1,ST ANTHONY'S NURSING HOME,Jefferson,LA,For profit
195589,0,CHATEAU DE NOTRE DAME,Orleans,LA,Non profit
195599,1,LEGACY NURSING AND REHABILITATION OF PORT ALLEN,W. Baton Rouge,LA,For profit
195625,0,SOUTHEAST LOUISIANA WAR VETERANS HOME,St. John Baptist,LA,Government
205077,1,"AUGUSTA CENTER FOR HEALTH & REHABILITATION, LLC",Kennebec,ME,For profit
205103,1,SEAL ROCK HEALTH CARE,York,ME,For profit
205127,1,MAINE VETERANS HOME - SCARBOROUGH,Cumberland,ME,Non profit
205140,1,THE COMMONS AT TALL PINES,Waldo,ME,For profit
215001,2,BALLENGER CREEK CENTER,Frederick,MD,For profit
215014,1,ARCOLA HEALTH AND REHABILITATION CENTER,Montgomery,MD,For profit
215015,0,FAIRLAND CENTER,Montgomery,MD,For profit
215020,1,FORESTVILLE HEALTHCARE CENTER,Prince Georges,MD,For profit
215022,0,KING DAVID NURSING AND REHABILITATION CENTER,Baltimore,MD,For profit
215025,2,CADIA HEALTHCARE - WHEATON,Montgomery,MD,For profit
215026,0,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,Montgomery,MD,For profit
215029,1,MANOR CARE HEALTH SERVICES - CHEVY CHASE,Montgomery,MD,Non profit
215031,0,LONG GREEN CENTER,Baltimore City,MD,For profit
215033,3,LEVINDALE HEBREW GER CTR & HSP,Baltimore City,MD,Non profit
215037,2,KESWICK MULTI-CARE CENTER,Baltimore City,MD,Non profit
215043,2,KENSINGTON HEALTHCARE  CENTER,Montgomery,MD,For profit
215044,1,ST. ELIZABETH REHAB. & NSG. CE,Baltimore City,MD,Non profit
215048,1,MANOR CARE HEALTH SERVICES - WHEATON,Montgomery,MD,For profit
215052,1,CADIA HEALTHCARE - SPRINGBROOK,Montgomery,MD,For profit
215054,0,MANOR CARE HEALTH SERVICES -TOWSON,Baltimore,MD,Non profit
215055,1,CUMBERLAND HEALTHCARE CENTER,Allegany,MD,For profit
215060,1,"REGENCY CARE OF SILVER SPRING, LLC",Montgomery,MD,For profit
215064,0,ADELPHI NURSING AND REHABILITATION CENTER,Prince Georges,MD,For profit
215065,2,BEL PRE HEALTHCARE CENTER,Montgomery,MD,For profit
215067,2,SALISBURY REHABILITATION AND NURSING CENTER,Wicomico,MD,For profit
215069,2,ORCHARD HILL REHABILITATION AND HEALTHCARE CENTER,Baltimore,MD,For profit
215071,0,HEBREW HOME OF GREATER WASHINGTON,Montgomery,MD,Non profit
215082,2,AUTUMN LAKE HEALTHCARE AT PIKESVILLE,Baltimore,MD,For profit
215084,0,PATAPSCO HEALTH AND REHABILITATION,Baltimore,MD,For profit
215085,3,CATON MANOR,Baltimore City,MD,For profit
215090,3,LOCH RAVEN CENTER,Baltimore,MD,For profit
215092,1,COLLINGSWOOD REHABILITATION AND HEALTHCARE CENTER,Montgomery,MD,For profit
215094,2,WESTMINSTER HEALTHCARE CENTER,Carroll,MD,For profit
215095,3,MANOR CARE HEALTH SERVICES - BETHESDA,Montgomery,MD,For profit
215096,2,MULTI-MEDICAL CENTER,Baltimore,MD,For profit
215097,2,CATONSVILLE COMMONS,Baltimore,MD,For profit
215099,1,WILSON HEALTH CARE CENTER,Montgomery,MD,Non profit
215105,0,CITIZENS CARE AND REHABILITATION CENTER OF FREDERI,Frederick,MD,Government
215106,1,SAGEPOINT NURSING AND REHABILITATION CENTER,Charles,MD,Non profit
215107,0,ROCKVILLE NURSING HOME,Montgomery,MD,Non profit
215108,1,DOCTORS COMMUNITY REHABILITATION AND PATIENT CARE,Prince Georges,MD,For profit
215109,0,MANOR CARE HEALTH SERVICES - ROSSVILLE,Baltimore,MD,For profit
215112,2,LORIEN HEALTH SYSTEMS - COLUMBIA,Howard,MD,For profit
215114,1,CORSICA HILLS CENTER,Queen Annes,MD,For profit
215115,3,STERLING CARE AT FROSTBURG VILLAGE,Allegany,MD,For profit
215117,2,"STELLA MARIS, INC.",Baltimore,MD,Non profit
215118,1,FUTURE CARE OLD COURT,Baltimore,MD,For profit
215120,1,CROFTON CONVALESCENT CENTER,Anne Arundel,MD,For profit
215125,2,THE VILLAGE AT ROCKVILLE,Montgomery,MD,Non profit
215126,1,BERLIN NURSING AND REHABILITATION CENTER,Worcester,MD,For profit
215128,1,"COURTLAND, LLC",Baltimore,MD,For profit
215129,3,CROMWELL CENTER,Baltimore,MD,For profit
215130,2,"FAIRHAVEN, INC.",Carroll,MD,Non profit
215133,1,CARROLL LUTHERAN VILLAGE,Carroll,MD,Non profit
215135,2,HERITAGE CENTER,Baltimore,MD,For profit
215138,1,MARLEY NECK HEALTH AND REHABILITATION CENTER,Anne Arundel,MD,For profit
215141,2,PATUXENT RIVER HEALTH AND REHABILITATION CENTER,Prince Georges,MD,For profit
215142,1,CHESAPEAKE SHORES,St. Marys,MD,For profit
215143,3,SEVERNA PARK CENTER,Anne Arundel,MD,For profit
215144,0,STERLING CARE AT SOUTH MOUNTAIN,Washington,MD,For profit
215145,1,CADIA HEALTHCARE - HYATTSVILLE,Prince Georges,MD,For profit
215148,1,WAUGH CHAPEL CENTER,Anne Arundel,MD,For profit
215154,0,ROLAND PARK PLACE,Baltimore City,MD,Non profit
215160,1,ELLICOTT CITY HEALTHCARE CENTER,Howard,MD,For profit
215161,1,CHARLOTTE HALL VETERANS HOME,St. Marys,MD,For profit
215164,3,SHADY GROVE NURSING AND REHABILITATION CENTER,Montgomery,MD,For profit
215165,2,BRADFORD OAKS CENTER,Prince Georges,MD,For profit
215168,2,LAYHILL NURSING AND REHABILITATION CENTER,Montgomery,MD,For profit
215171,0,MANOR CARE HEALTH SERVICES - POTOMAC,Montgomery,MD,Non profit
215174,0,GINGER COVE,Anne Arundel,MD,Non profit
215176,2,FUTURE CARE CANTON HARBOR,Baltimore City,MD,For profit
215178,1,FREDERICK VILLA NURSING & REHAB CENTER,Baltimore,MD,For profit
215180,1,COLLINGTON EPISCOPAL LIFE CARE,Prince Georges,MD,Non profit
215181,2,OAKWOOD CARE CENTER,Baltimore,MD,For profit
215184,2,FREDERICK HEALTH & REHABILITATION CENTER,Frederick,MD,For profit
215186,2,FUTURE CARE CHESAPEAKE,Anne Arundel,MD,For profit
215187,1,BETHESDA HEALTH AND REHABILITATION,Montgomery,MD,For profit
215188,4,CALVERT COUNTY NURSING CTR.,Calvert,MD,For profit
215189,0,CALVERT MANOR CENTER FOR REHABILITATION AND HEALTH,Cecil,MD,For profit
215192,1,FUTURE CARE CHERRYWOOD,Baltimore,MD,For profit
215193,1,AUGSBURG VILLAGE,Baltimore,MD,Non profit
215194,2,FOREST HILL HEALTH AND REHABILITATION CENTER,Harford,MD,For profit
215195,3,AUTUMN LAKE HEALTHCARE AT BRIDGEPARK,Baltimore City,MD,For profit
215197,0,FOX CHASE REHABILITATION AND NURSING CENTER,Montgomery,MD,For profit
215200,2,BROOKE GROVE REHAB. & NSG CTR,Montgomery,MD,Non profit
215203,1,AUTUMN LAKE HEALTHCARE AT RIVERVIEW,Baltimore,MD,For profit
215207,0,"LOCHEARN NURSING HOME, LLC",Baltimore City,MD,For profit
215211,1,FRIENDS NURSING HOME,Montgomery,MD,Non profit
215212,0,HILLHAVEN NURSING AND REHABILITATION CENTER,Prince Georges,MD,For profit
215217,2,NORTHAMPTON MANOR NURSING AND REHABILITATION CENTE,Frederick,MD,For profit
215219,2,FUTURE CARE IRVINGTON,Baltimore City,MD,For profit
215220,2,CHAPEL HILL NURSING CENTER,Baltimore,MD,For profit
215224,2,MANOR  CARE HEALTH SERVICES  -SILVER SPRING,Montgomery,MD,Non profit
215228,3,ALTHEA WOODLAND NURSING HOME,Montgomery,MD,For profit
215231,3,CLINTON HEALTHCARE  CENTER,Prince Georges,MD,For profit
215234,0,CARRIAGE HILL BETHESDA,Montgomery,MD,For profit
215236,1,FAIRFIELD NURSING & REHABILITATION CENTER,Anne Arundel,MD,For profit
215241,1,"GSNH OPERATOR, LLC",Baltimore City,MD,For profit
215246,2,BEDFORD COURT HEALTHCARE CENT.,Montgomery,MD,For profit
215252,1,FOREST HAVEN NURSING AND REHABILITATION CTR,Baltimore,MD,For profit
215253,0,FUTURE CARE COLD SPRING,Baltimore City,MD,For profit
215258,1,SPA CREEK CENTER,Anne Arundel,MD,For profit
215260,0,AUTUMN LAKE HEALTHCARE AT CHESTERTOWN,Kent,MD,For profit
215262,0,RESORTS AT CHESTER RIVER MANOR CORP,Kent,MD,For profit
215264,2,LARKIN CHASE CENTER,Prince Georges,MD,For profit
215268,2,PLEASANT VIEW NSG HOME,Carroll,MD,For profit
215272,1,MONTGOMERY VILLAGE HEALTH CARE CENTER,Montgomery,MD,For profit
215287,0,MAPLEWOOD PARK PLACE,Montgomery,MD,For profit
215297,0,SOUTH RIVER HEALTHCARE CENTER,Anne Arundel,MD,For profit
215299,1,WESTGATE HILLS REHAB & HEALTHCARE CTR,Baltimore City,MD,For profit
215300,1,"MARIA HEALTH CARE CENTER, INC.",Baltimore,MD,Non profit
215301,2,MANOR CARE HEALTH SERVICES - ROLAND PARK,Baltimore,MD,For profit
215308,1,OAK CREST VILLAGE,Baltimore,MD,Non profit
215312,1,BEL AIR HEALTH AND REHABILITATION CENTER,Harford,MD,For profit
215313,2,GLADE VALLEY CENTER,Frederick,MD,For profit
215315,1,OAK MANOR CENTER FOR REHABILITATION AND HEALTHCARE,Montgomery,MD,For profit
215316,2,NORTH ARUNDEL HEALTH AND REHABILITATION CENTER,Anne Arundel,MD,For profit
215320,1,BRIGHTON GARDENS OF TUCKERMAN LANE,Montgomery,MD,For profit
215323,3,CRESCENT CITIES NURSING & REHABILITATION CENTER,Prince Georges,MD,For profit
215324,0,FUTURE CARE CHARLES VILLAGE,Baltimore City,MD,For profit
215325,4,HERITAGE HARBOUR HEALTH AND REHABILITATION CENTER,Anne Arundel,MD,For profit
215326,1,SUMMIT PARK HEALTH AND REHABILITATION CENTER,Baltimore,MD,For profit
215327,1,SLIGO CREEK CENTER,Montgomery,MD,For profit
215328,2,FUTURE CARE PINEVIEW,Prince Georges,MD,For profit
215330,0,POST-ACUTE CARE CENTER,Baltimore City,MD,For profit
215331,0,LARGO NURSING AND REHABILIATION CENTER,Prince Georges,MD,Non profit
215338,3,AUTUMN LAKE HEALTHCARE AT OAKVIEW,Montgomery,MD,For profit
215339,2,ANCHORAGE HEALTHCARE  CENTER,Wicomico,MD,For profit
215345,2,BAYWOODS OF ANNAPOLIS,Anne Arundel,MD,For profit
215347,2,MEADOW PARK REHABILITATION AND HEALTHCARE CENTER,Baltimore,MD,For profit
215349,0,ARLINGTON WEST CARE CENTER,Baltimore City,MD,For profit
215350,2,"VILLA ROSA NURSING AND REHABILITATION, LLC",Prince Georges,MD,For profit
215353,0,INGLESIDE AT KING FARM,Montgomery,MD,For profit
215356,2,THE NURSING AND REHAB CENTER AT STADIUM PLACE,Baltimore City,MD,For profit
215357,1,LORIEN NURSING & REHAB CTR - ELKRIDGE,Howard,MD,For profit
215361,1,MARYLAND MASONIC HOMES LTD,Baltimore,MD,Non profit
215362,0,RESTORE HEALTH REHABILITATION CENTER,Charles,MD,For profit
215364,0,FUTURE CARE CAPITAL REGION,Prince Georges,MD,For profit
225014,1,SPAULDING NURSING & THERAPY CENTER - BRIGHTON,Suffolk,MA,Non profit
225016,0,KNOLLWOOD NURSING CENTER,Worcester,MA,Non profit
225040,1,JULIAN J LEVITT FAMILY NURSING HOME,Hampden,MA,Non profit
225048,0,PILGRIM REHABILITATION & SKILLED NURSING CENTER,Essex,MA,Non profit
225049,0,PINE KNOLL NURSING CENTER,Middlesex,MA,For profit
225054,0,JOHN SCOTT HOUSE NURSING & REHABILITATION CENTER,Norfolk,MA,For profit
225058,1,ROYAL BRAINTREE NURSING AND REHABILITATION CENTER,Norfolk,MA,For profit
225063,2,MARLBOROUGH HILLS REHABILITATION & HLTH CARE CTR,Middlesex,MA,For profit
225067,2,WEDGEMERE HEALTHCARE,Bristol,MA,For profit
225080,2,RIVERCREST LONG TERM CARE,Middlesex,MA,Non profit
225110,0,SOLDIERS HOME IN MASSACHUSETTS,Suffolk,MA,Government
225133,3,BLUEBERRY HILL REHABILITATION AND HEALTHCARE CTR,Essex,MA,For profit
225134,1,WINGATE AT SHARON,Norfolk,MA,For profit
225137,2,DEXTER HOUSE HEALTHCARE,Middlesex,MA,For profit
225145,1,OAKHILL HEALTHCARE,Plymouth,MA,For profit
225154,3,M I NURSING & RESTORATIVE CENTER,Essex,MA,Non profit
225173,0,JEWISH HEALTHCARE CENTER,Worcester,MA,Non profit
225179,1,CASA DE RAMANA REHABILITATION CENTER,Middlesex,MA,For profit
225184,1,WEBSTER PARK REHABILITATION AND HEALTHCARE CENTER,Plymouth,MA,For profit
225194,1,REVOLUTION KIMWELL,Bristol,MA,For profit
225198,1,TWIN OAKS REHAB AND NURSING,Essex,MA,For profit
225199,2,WORCESTER REHABILITATION & HEALTH CARE CENTER,Worcester,MA,For profit
225201,0,SHERRILL HOUSE,Suffolk,MA,Non profit
225208,0,REVOLUTION CHARLWELL,Norfolk,MA,For profit
225211,0,ELLIS NURSING HOME (THE),Norfolk,MA,For profit
225215,0,SOUTHSHORE HEALTH CARE CENTER,Plymouth,MA,For profit
225216,1,FITCHBURG HEALTHCARE,Worcester,MA,For profit
225218,1,"OXFORD REHABILITATION & HEALTH CARE CENTER, THE",Essex,MA,For profit
225219,0,BEAR MOUNTAIN AT WORCESTER,Worcester,MA,For profit
225221,1,BROCKTON HEALTH CENTER,Plymouth,MA,For profit
225222,0,NEWTON WELLESLEY CENTER FOR ALZHEIMER'S CARE,Norfolk,MA,For profit
225223,2,BRENTWOOD REHABILITATION AND HEALTHCARE CTR (THE),Essex,MA,For profit
225224,2,CARE ONE AT LOWELL,Middlesex,MA,For profit
225225,0,SOUTHEAST HEALTH CARE CENTER,Bristol,MA,For profit
225229,0,MAPLEWOOD REHAB  AND NURSING,Essex,MA,For profit
225233,2,BRANDON WOODS OF DARTMOUTH,Bristol,MA,For profit
225236,0,CARE ONE AT HOLYOKE,Hampden,MA,For profit
225239,1,ATTLEBORO HEALTHCARE,Bristol,MA,For profit
225242,2,WESTBOROUGH HEALTHCARE,Worcester,MA,For profit
225248,0,BEAUMONT REHAB & SKILLED NURSING CTR - NORTHBRIDGE,Worcester,MA,For profit
225250,2,FAIRVIEW COMMONS NURSING & REHABILITATION CENTER,Berkshire,MA,Non profit
225253,1,HERITAGE HALL WEST,Hampden,MA,For profit
225254,1,"QUEEN ANNE NURSING HOME, INC",Plymouth,MA,For profit
225257,1,CARE ONE AT NORTHAMPTON,Hampshire,MA,For profit
225259,2,ALLIANCE HEALTH AT WEST ACRES,Plymouth,MA,Non profit
225260,0,BLAIRE HOUSE OF MILFORD,Worcester,MA,For profit
225263,1,QUINCY HEALTH AND REHABILITATION CENTER LLC,Norfolk,MA,For profit
225265,1,VERO HEALTH & REHAB OF HAMPDEN,Hampden,MA,For profit
225266,1,ELIZABETH SETON,Norfolk,MA,Non profit
225267,3,GARDEN PLACE HEALTHCARE,Bristol,MA,For profit
225268,2,CARE ONE AT NEWTON,Middlesex,MA,For profit
225269,0,DAY BROOK VILLAGE SENIOR LIVING,Hampden,MA,Non profit
225270,1,CARE ONE AT ESSEX PARK,Essex,MA,For profit
225272,4,BEAR HILL HEALTHCARE AND REHABILITATION CENTER,Middlesex,MA,For profit
225273,0,CARLETON-WILLARD VILLAGE RETIREMENT & NURSING CTR,Middlesex,MA,Non profit
225274,2,BRUSH HILL CARE CENTER,Norfolk,MA,For profit
225275,1,BEAUMONT REHAB & SKILLED NURSING CTR - WESTBORO,Worcester,MA,For profit
225279,0,BAYPATH AT DUXBURY NURSING & REHABILITATION CTR,Plymouth,MA,For profit
225282,0,LIFE CARE CENTER OF THE SOUTH SHORE,Plymouth,MA,For profit
225283,1,WEBSTER MANOR REHABILITATION & HEALTH CARE CENTER,Worcester,MA,For profit
225286,2,HERITAGE HALL EAST,Hampden,MA,For profit
225288,1,CARE ONE AT LEXINGTON,Middlesex,MA,For profit
225291,3,CHAPIN CENTER,Hampden,MA,Non profit
225294,3,ACADEMY MANOR,Essex,MA,For profit
225295,0,VERO HEALTH & REHAB OF WILBRAHAM,Hampden,MA,For profit
225297,0,LIGHTHOUSE NURSING CARE CENTER,Suffolk,MA,Non profit
225298,0,NORTHWOOD REHABILITATION & HEALTHCARE CENTER,Middlesex,MA,For profit
225299,2,CARE ONE AT REDSTONE,Hampden,MA,For profit
225300,2,REHABILITATION & NURSING CENTER AT EVERETT (THE),Middlesex,MA,For profit
225304,2,CHARLENE MANOR EXTENDED CARE FACILITY,Franklin,MA,Non profit
225305,0,ST MARY HEALTH CARE CENTER,Worcester,MA,Non profit
225309,1,LEDGEWOOD REHABILITATION & SKILLED NURSING CENTER,Essex,MA,For profit
225313,2,GOVERNORS CENTER,Hampden,MA,Non profit
225315,3,"HIGHLANDS, THE",Worcester,MA,For profit
225319,0,CHETWYNDE HEALTHCARE,Middlesex,MA,For profit
225320,1,SOUTH DENNIS HEALTHCARE,Barnstable,MA,For profit
225321,2,DEDHAM HEALTHCARE,Norfolk,MA,Non profit
225322,1,SACHEM CENTER FOR HEALTH & REHABILITATION,Plymouth,MA,For profit
225323,2,CARE ONE AT PEABODY,Essex,MA,For profit
225324,2,WEST NEWTON HEALTHCARE,Middlesex,MA,For profit
225326,1,"RESERVOIR CENTER FOR HEALTH & REHABILITATION, THE",Middlesex,MA,For profit
225329,0,MELROSE HEALTHCARE,Middlesex,MA,For profit
225331,0,EAST LONGMEADOW SKILLED NURSING CENTER,Hampden,MA,Non profit
225333,2,CEDAR VIEW REHABILITATION AND HEALTHCARE CENTER,Essex,MA,For profit
225335,1,BUCKLEY-GREENFIELD HEALTHCARE CENTER,Franklin,MA,For profit
225337,0,CAPE HERITAGE REHABILITATION & HEALTH CARE CENTER,Barnstable,MA,For profit
225339,3,MEDFORD REHABILITATION AND NURSING CENTER,Middlesex,MA,For profit
225341,0,WILLIAMSTOWN COMMONS NURSING & REHAB,Berkshire,MA,Non profit
225343,3,NORWOOD HEALTHCARE,Norfolk,MA,For profit
225344,2,ALLIANCE HEALTH AT ABBOTT,Essex,MA,Non profit
225348,2,BOURNE MANOR EXTENDED CARE FACILITY,Barnstable,MA,Non profit
225356,2,CARE ONE AT RANDOLPH,Norfolk,MA,For profit
225357,0,"WINCHESTER NURSING CENTER, INC",Middlesex,MA,For profit
225360,1,POET'S SEAT HEALTH CARE CENTER,Franklin,MA,For profit
225366,1,HATHAWAY MANOR EXTENDED CARE,Bristol,MA,Non profit
225369,2,JML CARE CENTER  INC,Barnstable,MA,Non profit
225370,0,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,Essex,MA,For profit
225374,0,MAYFLOWER PLACE NURSING & REHABILITATION CENTER,Barnstable,MA,For profit
225375,0,PARK PLACE REHABILITATION & SKILLED CARE CENTER,Suffolk,MA,For profit
225376,1,"PENACOOK PLACE, INC",Essex,MA,Non profit
225378,0,NEVILLE CENTER AT FRESH POND FOR NURSING & REHAB,Middlesex,MA,Non profit
225382,0,GUARDIAN CENTER (THE),Plymouth,MA,Non profit
225385,2,CHRISTOPHER HOUSE OF WORCESTER,Worcester,MA,Non profit
225387,0,ALDEN COURT NURSING CARE & REHABILITATION CENTER,Bristol,MA,For profit
225388,2,ALLIANCE HEALTH AT BALDWINVILLE,Worcester,MA,Non profit
225389,0,SACRED HEART NURSING HOME,Bristol,MA,Non profit
225390,1,PARSONS HILL REHABILITATION & HEALTH CARE CENTER,Worcester,MA,For profit
225392,1,SIXTEEN ACRES HEALTHCARE CENTER,Hampden,MA,For profit
225394,0,"WOBURN NURSING CENTER, INC",Middlesex,MA,For profit
225400,2,WAKEFIELD CENTER,Middlesex,MA,For profit
225403,0,COLEMAN HOUSE,Worcester,MA,For profit
225404,2,WINGATE AT HAVERHILL,Essex,MA,For profit
225408,0,MARISTHILL NURSING & REHABILITATION CENTER,Middlesex,MA,Non profit
225409,3,NEVINS NURSING & REHABILITATION CENTER,Essex,MA,Non profit
225411,1,LAFAYETTE REHABILITATION & SKILLED NURSING FACILIT,Essex,MA,Non profit
225412,2,MEDWAY COUNTRY MANOR SKILLED NURSING & REHABILITAT,Norfolk,MA,For profit
225413,1,"ADVOCATE HEALTHCARE OF EAST BOSTON, LLC",Suffolk,MA,For profit
225414,0,ST JOSEPH MANOR HEALTH CARE INC,Plymouth,MA,Non profit
225415,2,MARIAN MANOR,Suffolk,MA,Non profit
225417,0,ARMENIAN NURSING & REHABILITATION CENTER,Suffolk,MA,Non profit
225418,1,HELLENIC NURSING & REHABILITATION CENTER,Norfolk,MA,Non profit
225419,0,"BELMONT MANOR NURSING HOME, IN",Middlesex,MA,For profit
225420,2,CENTER FOR EXTENDED CARE AT AMHERST,Hampshire,MA,For profit
225425,2,WATERTOWN HEALTH CENTER,Middlesex,MA,For profit
225429,3,STONEHEDGE HEALTH CARE CENTER,Suffolk,MA,For profit
225430,3,ST PATRICK'S MANOR,Middlesex,MA,Non profit
225431,0,BEAR MOUNTAIN AT READING,Middlesex,MA,For profit
225432,1,WEST REVERE HEALTH CENTER,Suffolk,MA,For profit
225433,0,"ABERJONA NURSING CENTER, INC",Middlesex,MA,For profit
225434,1,"BOSTON HOME, INC (THE)",Suffolk,MA,Non profit
225435,1,COLONY CENTER FOR HEALTH & REHABILITATION,Plymouth,MA,For profit
225436,2,"BOSTONIAN NURSING CARE & REHABILITATION CTR, THE",Suffolk,MA,Non profit
225437,1,BRIARWOOD REHABILITATION & HEALTHCARE CENTER,Norfolk,MA,For profit
225440,1,MEADOW GREEN NURSING AND REHABILITATION CENTER,Middlesex,MA,For profit
225443,2,BLAIRE HOUSE OF WORCESTER,Worcester,MA,For profit
