x1,provname,county,state,ownership_type,provnum,address,city_raw,zip,survey_date_output,surveytype,defpref,category,tag,tag_desc,scope,defstat,statdate,cycle,standard,complaint,filedate,address_norm,zip5,city_clean,year,def_boolean
1946,MOUNT OLIVE CENTER,Wayne,NC,For profit,345126,228 SMITH CHAPEL ROAD,MOUNT OLIVE,28365,2017-04-06,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-05-18,3,Y,Y,2020-02-01,228 SMITH CHAPEL RD,28365,MOUNT OLIVE,2017,1
1947,LONGLEAF NEURO-MEDICAL TREATMENT CENTER,Wilson,NC,Government,345192,,,,,,,,,,,,,,,,,,,,,0
1948,BETHANY ON 42ND,Cass,ND,Non profit,355123,,,,,,,,,,,,,,,,,,,,,0
1949,BETHANY ON UNIVERSITY,Cass,ND,Non profit,355086,201 S UNIVERSITY DR,FARGO,58103,2019-08-29,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-09-29,1,Y,N,2020-02-01,201 S UNIVERSITY DR,58103,FARGO,2019,1
1950,EVENTIDE AT SHEYENNE CROSSINGS,Cass,ND,Non profit,355124,,,,,,,,,,,,,,,,,,,,,0
1951,EVENTIDE FARGO,Cass,ND,Non profit,355127,3225 51ST ST  S,FARGO,58104,2018-06-28,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-08-02,2,Y,N,2020-02-01,3225 51 ST ST S,58104,FARGO,2018,1
1952,ROSEWOOD ON BROADWAY,Cass,ND,Non profit,355047,1351 N BROADWAY,FARGO,58102,2018-05-23,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-06-29,2,Y,N,2020-02-01,1351 N BROADWAY,58102,FARGO,2018,1
1952,ROSEWOOD ON BROADWAY,Cass,ND,Non profit,355047,1351 N BROADWAY,FARGO,58102,2017-03-30,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-05-04,3,Y,N,2020-02-01,1351 N BROADWAY,58102,FARGO,2017,1
1953,THE MEADOWS ON UNIVERSITY,Cass,ND,For profit,355024,1315 S UNIVERSITY DR,FARGO,58103,2019-05-16,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-06-13,1,Y,Y,2020-02-01,1315 S UNIVERSITY DR,58103,FARGO,2019,1
1953,THE MEADOWS ON UNIVERSITY,Cass,ND,For profit,355024,1315 S UNIVERSITY DR,FARGO,58103,2018-06-28,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-08-01,2,Y,N,2020-02-01,1315 S UNIVERSITY DR,58103,FARGO,2018,1
1953,THE MEADOWS ON UNIVERSITY,Cass,ND,For profit,355024,1315 S UNIVERSITY DR,FARGO,58103,2017-05-10,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-06-14,3,Y,Y,2020-02-01,1315 S UNIVERSITY DR,58103,FARGO,2017,1
1954,VILLA MARIA,Cass,ND,Non profit,355079,3102 S UNIVERSITY DR,FARGO,58103,2019-02-07,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-03-14,1,Y,N,2020-02-01,3102 S UNIVERSITY DR,58103,FARGO,2019,1
1954,VILLA MARIA,Cass,ND,Non profit,355079,3102 S UNIVERSITY DR,FARGO,58103,2018-04-05,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-05-10,2,Y,N,2020-02-01,3102 S UNIVERSITY DR,58103,FARGO,2018,1
1954,VILLA MARIA,Cass,ND,Non profit,355079,3102 S UNIVERSITY DR,FARGO,58103,2017-01-19,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-02-23,3,Y,N,2020-02-01,3102 S UNIVERSITY DR,58103,FARGO,2017,1
1955,HILL TOP HOME OF COMFORT INC,Dunn,ND,Non profit,355092,95 HILL TOP DR,KILLDEER,58640,2018-05-10,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-06-14,2,Y,N,2020-02-01,95 HL TOP DR,58640,KILLDEER,2018,1
1956,VALLEY SENIOR LIVING ON COLUMBIA,Grand Forks,ND,Non profit,355067,2900 14TH AVE S,GRAND FORKS,58201,2019-01-10,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-02-14,1,Y,N,2020-02-01,2900 14 TH AVE S,58201,GRAND FORKS,2019,1
1956,VALLEY SENIOR LIVING ON COLUMBIA,Grand Forks,ND,Non profit,355067,2900 14TH AVE S,GRAND FORKS,58201,2018-02-08,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-03-18,2,Y,N,2020-02-01,2900 14 TH AVE S,58201,GRAND FORKS,2018,1
1956,VALLEY SENIOR LIVING ON COLUMBIA,Grand Forks,ND,Non profit,355067,2900 14TH AVE S,GRAND FORKS,58201,2016-11-16,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2016-12-22,3,Y,N,2020-02-01,2900 14 TH AVE S,58201,GRAND FORKS,2016,1
1957,SOURIS VALLEY CARE CENTER,Mchenry,ND,Non profit,355109,300 MAIN ST S,VELVA,58790,2018-05-09,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-06-13,2,Y,N,2020-02-01,300 MAIN ST S,58790,VELVA,2018,1
1958,SUNSET DRIVE - A PROSPERA COMMUNITY,Morton,ND,Non profit,355065,,,,,,,,,,,,,,,,,,,,,0
1959,GOOD SAMARITAN SOCIETY - LAKOTA,Nelson,ND,Non profit,355104,608 4TH AVE SW,LAKOTA,58344,2018-04-12,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-05-17,2,Y,N,2020-02-01,608 4 TH AVE SW,58344,LAKOTA,2018,1
1959,GOOD SAMARITAN SOCIETY - LAKOTA,Nelson,ND,Non profit,355104,608 4TH AVE SW,LAKOTA,58344,2017-02-02,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-03-09,3,Y,N,2020-02-01,608 4 TH AVE SW,58344,LAKOTA,2017,1
1960,PEMBILIER NURSING CENTER,Pembina,ND,Non profit,355057,,,,,,,,,,,,,,,,,,,,,0
1961,WEDGEWOOD MANOR,Pembina,ND,Non profit,355087,804 MAIN ST W,CAVALIER,58220,2019-11-21,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-12-26,1,Y,N,2020-02-01,804 MAIN ST W,58220,CAVALIER,2019,1
1962,MARYHILL MANOR,Ransom,ND,Non profit,355108,110 HILLCREST DR,ENDERLIN,58027,2019-10-09,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-11-12,1,Y,N,2020-02-01,110 HILLCREST DR,58027,ENDERLIN,2019,1
1962,MARYHILL MANOR,Ransom,ND,Non profit,355108,110 HILLCREST DR,ENDERLIN,58027,2018-09-19,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-10-22,2,Y,N,2020-02-01,110 HILLCREST DR,58027,ENDERLIN,2018,1
1963,LUTHERAN SUNSET HOME,Walsh,ND,Non profit,355084,,,,,,,,,,,,,,,,,,,,,0
1964,ST ALOISIUS MEDICAL CENTER NURSING HOME,Wells,ND,Non profit,355037,325 E BREWSTER ST,HARVEY,58341,2018-08-23,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-09-25,2,Y,N,2020-02-01,325 E BREWSTER ST,58341,HARVEY,2018,1
1965,DOUGLAS COUNTY HEALTH CENTER,Douglas,NE,Government,285019,,,,,,,,,,,,,,,,,,,,,0
1966,ST. JOSEPH'S REHABILITATION & CARE CENTER,Madison,NE,Non profit,285160,401 NORTH 18TH STREET,NORFOLK,68701,2018-09-12,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-10-12,1,Y,N,2020-02-01,401 N 18 TH ST,68701,NORFOLK,2018,1
1967,PAPILLION MANOR,Sarpy,NE,Non profit,285268,610 SOUTH POLK STREET,PAPILLION,68046,2018-05-31,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-07-27,2,Y,Y,2020-02-01,610 S POLK ST,68046,PAPILLION,2018,1
1968,HANOVER HILL HEALTH CARE CENTER,Hillsborough,NH,For profit,305009,,,,,,,,,,,,,,,,,,,,,0
1969,DERRY CENTER FOR REHABILITATION AND HEALTHCARE,Rockingham,NH,For profit,305095,,,,,,,,,,,,,,,,,,,,,0
1970,PLEASANT VALLEY NURSING CENTER,Rockingham,NH,For profit,305039,8 PEABODY ROAD,DERRY,3038,2019-02-01,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-02-08,1,Y,N,2020-02-01,8 PEABODY RD,3038,DERRY,2019,1
1971,"COMPLETE CARE AT LINWOOD, LLC",Atlantic,NJ,For profit,315185,201 NEW ROAD AND CENTRAL AVE,LINWOOD,8221,2018-05-30,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-07-19,2,Y,N,2020-02-01,201 NEW RD AND CENTRAL AVE,8221,LINWOOD,2018,1
1971,"COMPLETE CARE AT LINWOOD, LLC",Atlantic,NJ,For profit,315185,201 NEW ROAD AND CENTRAL AVE,LINWOOD,8221,2017-08-25,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-10-06,3,N,Y,2020-02-01,201 NEW RD AND CENTRAL AVE,8221,LINWOOD,2017,1
1971,"COMPLETE CARE AT LINWOOD, LLC",Atlantic,NJ,For profit,315185,201 NEW ROAD AND CENTRAL AVE,LINWOOD,8221,2017-06-23,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-07-19,3,Y,N,2020-02-01,201 NEW RD AND CENTRAL AVE,8221,LINWOOD,2017,1
1972,EGG HARBOR CARE CENTER,Atlantic,NJ,For profit,315514,6818 DELILAH ROAD,EGG HARBOR TOWNSHIP,8234,2017-08-02,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-08-18,3,Y,N,2020-02-01,6818 DELILAH RD,8234,EGG HARBOR TOWNSHIP,2017,1
1973,HAMMONTON CENTER FOR REHABILITATION AND HEALTHCARE,Atlantic,NJ,For profit,315209,43 N WHITE HORSE PIKE,HAMMONTON,8037,2019-08-21,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-09-27,1,Y,N,2020-02-01,43 N WHITE HORSE PIKE,8037,HAMMONTON,2019,1
1973,HAMMONTON CENTER FOR REHABILITATION AND HEALTHCARE,Atlantic,NJ,For profit,315209,43 N WHITE HORSE PIKE,HAMMONTON,8037,2018-08-24,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,B,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-09-08,2,Y,N,2020-02-01,43 N WHITE HORSE PIKE,8037,HAMMONTON,2018,1
1973,HAMMONTON CENTER FOR REHABILITATION AND HEALTHCARE,Atlantic,NJ,For profit,315209,43 N WHITE HORSE PIKE,HAMMONTON,8037,2017-05-26,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",F,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-07-04,3,Y,N,2020-02-01,43 N WHITE HORSE PIKE,8037,HAMMONTON,2017,1
1974,PREFERRED CARE AT ABSECON,Atlantic,NJ,For profit,315244,,,,,,,,,,,,,,,,,,,,,0
1975,RENAISSANCE PAVILION,Atlantic,NJ,Non profit,315495,61 W JIMMIE LEEDS ROAD,POMONA,8240,2017-05-02,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",F,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-05-26,3,Y,N,2020-02-01,61 W JIMMIE LEEDS RD,8240,POMONA,2017,1
1976,ROYAL SUITES HEALTH CARE & REHABILITATION,Atlantic,NJ,For profit,315503,,,,,,,,,,,,,,,,,,,,,0
1977,ALARIS HEALTH AT ROCHELLE PARK,Bergen,NJ,For profit,315308,,,,,,,,,,,,,,,,,,,,,0
1978,ALARIS HEALTH AT THE CHATEAU,Bergen,NJ,For profit,315494,96 PARKWAY,ROCHELLE PARK,7662,2019-05-09,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-05-30,1,Y,N,2020-02-01,96 PKWY,7662,ROCHELLE PARK,2019,1
1979,ALLENDALE NURSING HOME,Bergen,NJ,For profit,315497,85 HARRETON ROAD,ALLENDALE,7401,2019-04-25,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-05-21,1,Y,N,2020-02-01,85 HARRETON RD,7401,ALLENDALE,2019,1
1980,ARMENIAN NURSING AND REHABILITATION CENTER,Bergen,NJ,Non profit,315402,,,,,,,,,,,,,,,,,,,,,0
1981,ATRIUM POST ACUTE CARE OF PARK RIDGE,Bergen,NJ,For profit,315438,,,,,,,,,,,,,,,,,,,,,0
1982,BERGEN COUNTY HEALTH CARE CTR,Bergen,NJ,Government,315436,,,,,,,,,,,,,,,,,,,,,0
1983,BERGEN NEW BRIDGE  MEDICAL CENTER,Bergen,NJ,Government,315017,,,,,,,,,,,,,,,,,,,,,0
1984,"BUCKINGHAM AT NORWOOD, THE",Bergen,NJ,For profit,315290,100 MCCLELLAN STREET,NORWOOD,7648,2017-06-28,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-07-28,3,Y,N,2020-02-01,100 MCCLELLAN ST,7648,NORWOOD,2017,1
1985,CARE ONE AT CRESSKILL,Bergen,NJ,For profit,315313,,,,,,,,,,,,,,,,,,,,,0
1986,CARE ONE AT NEW MILFORD,Bergen,NJ,For profit,315306,800 RIVER ROAD,NEW MILFORD,7646,2019-10-07,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-10-31,1,Y,N,2020-02-01,800 RIV RD,7646,NEW MILFORD,2019,1
1987,CARE ONE AT ORADELL,Bergen,NJ,For profit,315339,600 KINDERKAMACK ROAD,ORADELL,7649,2018-07-12,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-08-03,2,Y,N,2020-02-01,600 KINDERKAMACK RD,7649,ORADELL,2018,1
1987,CARE ONE AT ORADELL,Bergen,NJ,For profit,315339,600 KINDERKAMACK ROAD,ORADELL,7649,2017-08-31,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-10-27,3,N,Y,2020-02-01,600 KINDERKAMACK RD,7649,ORADELL,2017,1
1987,CARE ONE AT ORADELL,Bergen,NJ,For profit,315339,600 KINDERKAMACK ROAD,ORADELL,7649,2017-04-18,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-05-08,3,Y,N,2020-02-01,600 KINDERKAMACK RD,7649,ORADELL,2017,1
1988,CARE ONE AT RIDGEWOOD AVENUE,Bergen,NJ,For profit,315426,,,,,,,,,,,,,,,,,,,,,0
1989,CARE ONE AT TEANECK,Bergen,NJ,For profit,315502,,,,,,,,,,,,,,,,,,,,,0
1990,CARE ONE AT VALLEY,Bergen,NJ,For profit,315369,300 OLD HOOK ROAD,WESTWOOD,7675,2019-03-08,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-04-07,1,Y,N,2020-02-01,300 OLD HOOK RD,7675,WESTWOOD,2019,1
1991,CARE ONE AT WELLINGTON,Bergen,NJ,For profit,315152,301 UNION STREET,HACKENSACK,7601,2019-04-23,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-05-13,1,Y,N,2020-02-01,301 UN ST,7601,HACKENSACK,2019,1
1991,CARE ONE AT WELLINGTON,Bergen,NJ,For profit,315152,301 UNION STREET,HACKENSACK,7601,2017-01-06,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-01-17,3,Y,N,2020-02-01,301 UN ST,7601,HACKENSACK,2017,1
1992,CHRISTIAN HEALTH CARE CENTER,Bergen,NJ,Non profit,315376,301 SICOMAC AVE,WYCKOFF,7481,2017-11-03,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-12-05,3,Y,N,2020-02-01,301 SICOMAC AVE,7481,WYCKOFF,2017,1
1993,COUNTY MANOR REHABILITATION & HCC,Bergen,NJ,For profit,315164,133 COUNTY ROAD,TENAFLY,7670,2019-10-03,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,F,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-11-29,1,Y,N,2020-02-01,133 COUNTY RD,7670,TENAFLY,2019,1
1994,DELLRIDGE HEALTH & REHABILITATION CENTER,Bergen,NJ,For profit,315129,,,,,,,,,,,,,,,,,,,,,0
1995,EMERSON HEALTH CARE CENTER,Bergen,NJ,For profit,315360,,,,,,,,,,,,,,,,,,,,,0
1996,FAMILY OF CARING HEALTHCARE AT RIDGEWOOD,Bergen,NJ,For profit,315434,,,,,,,,,,,,,,,,,,,,,0
1997,HACKENSACK MERIDIAN HEALTH NURSING & REHAB,Bergen,NJ,Non profit,315295,50 POLIFLY ROAD,HACKENSACK,7601,2019-03-06,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-04-22,1,Y,N,2020-02-01,50 POLIFLY RD,7601,HACKENSACK,2019,1
1998,HACKENSACK MERIDIAN HEALTH PROSPECT HEIGHTS CARE C,Bergen,NJ,For profit,315460,336 PROSPECT AVE,HACKENSACK,7601,2019-04-12,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-05-01,1,Y,N,2020-02-01,336 PROSPECT AVE,7601,HACKENSACK,2019,1
1998,HACKENSACK MERIDIAN HEALTH PROSPECT HEIGHTS CARE C,Bergen,NJ,For profit,315460,336 PROSPECT AVE,HACKENSACK,7601,2016-11-18,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2016-11-22,3,Y,N,2020-02-01,336 PROSPECT AVE,7601,HACKENSACK,2016,1
1999,JEWISH HOME AT ROCKLEIGH,Bergen,NJ,Non profit,315473,,,,,,,,,,,,,,,,,,,,,0
2000,MAPLE GLEN CENTER,Bergen,NJ,For profit,315328,12-15 SADDLE RIVER ROAD,FAIRLAWN,7410,2020-01-08,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2020-02-10,1,Y,N,2020-02-01,1215 SADDLE RIV RD,7410,FAIR LAWN,2020,1
2000,MAPLE GLEN CENTER,Bergen,NJ,For profit,315328,12-15 SADDLE RIVER ROAD,FAIRLAWN,7410,2019-01-25,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-03-04,2,Y,N,2020-02-01,1215 SADDLE RIV RD,7410,FAIR LAWN,2019,1
2001,MAYWOOD CENTER FOR HEALTH AND REHABILITATION,Bergen,NJ,For profit,315386,100 WEST MAGNOLIA AVENUE,MAYWOOD,7607,2019-01-15,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-03-15,1,Y,N,2020-02-01,100 W MAGNOLIA AVE,7607,MAYWOOD,2019,1
2002,N J VETERANS MEM HOME PARAMUS,Bergen,NJ,Government,315346,1 VETERANS DRIVE,PARAMUS,7652,2017-10-11,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",J,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-11-01,3,Y,N,2020-02-01,1 VETERANS DR,7652,PARAMUS,2017,1
2003,OAKLAND REHABILITATION AND HEALTHCARE  CENTER,Bergen,NJ,For profit,315171,,,,,,,,,,,,,,,,,,,,,0
2004,RIDGEWOOD CENTER,Bergen,NJ,For profit,315158,330 FRANKLIN TPK,RIDGEWOOD,7450,2019-11-01,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,F,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-12-05,1,Y,N,2020-02-01,330 FRANKLIN TPK,7450,RIDGEWOOD,2019,1
